dtype,l2_norm,layer_idx,machine,max,mean,micro_step,min,numel,optimizer_step,sample,sha256,shape,source_json,std,target,trace_name,variant,window_micro_idx
torch.float32,255.99618530273438,1,2080ti,1.5926038026809692,0.0006710691377520561,0,-1.5414212942123413,524288,0,"[0.43720102310180664,-0.47418761253356934,-0.12221133708953857,0.2982311248779297,-0.16422449052333832,-0.11781228333711624,-0.49186304211616516,0.034084249287843704]",7eafdaa36e612e280d2fb2c9c3cb62ed9aea8534fcf882e35ef8e3603dbd2ea6,"[64,2,64,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.35354912281036377,gate-logf-probe-s123-r1,phase1/q_all,no-dropout,0
torch.float32,255.9937286376953,1,2080ti,1.6455446481704712,5.468557355925441e-05,0,-1.4379643201828003,524288,0,"[0.2290818840265274,0.17472465336322784,-0.5262090563774109,-0.33765751123428345,0.7831315994262695,-0.41186249256134033,0.43849584460258484,-0.09059952944517136]",5d37dccf16213c484f5f4dd1816d0b7f343602f7708ddc638d348efe532bf7e6,"[64,2,64,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.3535461127758026,gate-logf-probe-s123-r1,phase1/k_all,no-dropout,0
torch.float32,58.87234115600586,1,2080ti,0.6101686358451843,0.006445801816880703,0,-0.253231942653656,524288,0,"[0.07940109074115753,0.039708636701107025,-0.07384831458330154,-0.08339323848485947,-0.009571666829288006,-0.07319962978363037,0.1329384446144104,-0.10811452567577362]",007ca34e5ad8d9cf91291651d6f0e4cb8f051c8b6efbfd77574608e653aa5960,"[64,2,64,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.08105120807886124,gate-logf-probe-s123-r1,phase1/v_all,no-dropout,0
torch.float32,163.77285766601562,1,2080ti,1.0111680030822754,0.0007309167413040996,0,-1.0400457382202148,524288,0,"[-0.3866400122642517,-0.0003336060617584735,0.274516761302948,-0.06162302941083908,0.05467773601412773,0.021006522700190544,0.17238442599773407,-0.25864097476005554]",871dddddc039c8c8c5fcbe118831b433f6f476e7037558ec8cb9b4669bbeaa8b,"[64,2,64,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.22618119418621063,gate-logf-probe-s123-r1,phase1/g_raw_all,no-dropout,0
torch.float32,40.955135345458984,1,2080ti,0.2677234709262848,0.0017296954756602645,0,-0.22957539558410645,524288,0,"[0.0371975377202034,-0.040959183126688004,-0.0022900900803506374,0.04461415484547615,0.09493521600961685,-0.06041162461042404,-0.04216456413269043,-0.09387834370136261]",61d4693e36a3721d9b9a2f91ec445e428e18253ea13183d165e403501a2de674,"[64,2,64,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.05653558671474457,gate-logf-probe-s123-r1,phase1/K_q_all,no-dropout,0
torch.int32,3421.633056640625,1,2080ti,63.0,32.972900390625,0,0.0,8192,0,"[26,19,19,11,0,7,36,60]",acd27605803513d9492d5ec72ccbf02c68ea239822061484cc8ef5953acc83c5,"[64,2,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,18.491479873657227,gate-logf-probe-s123-r1,phase1/Delta_all,no-dropout,0
torch.float32,12.744465827941895,1,2080ti,0.11100196838378906,0.015625,0,0.0014944170834496617,524288,0,"[0.02963186241686344,0.025065932422876358,0.023681746795773506,0.00960193295031786,0.00933751743286848,0.01803426258265972,0.006216543726623058,0.021651284769177437]",ef42fa94204b60d9842042f6dc673ff3848dcbff1fd7343c9aaeaf6f3df608ed,"[64,2,64,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.008102668449282646,gate-logf-probe-s123-r1,phase1/W_all,no-dropout,0
torch.float32,724.0740356445312,1,2080ti,4.748272895812988,-2.837623469531536e-10,0,-5.1808390617370605,524288,0,"[0.02532190829515457,0.15918952226638794,-0.7185203433036804,-0.155963733792305,-0.5711404085159302,-0.2691114842891693,-0.22938433289527893,-2.4623677730560303]",ce513891fb8efa13a41de32d8fb8fdc9f7269a8f28bad19d2fd3d9b34ee59a13,"[64,64,128]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.9999987483024597,gate-logf-probe-s123-r1,fox_gate/input_x,no-dropout,0
torch.float32,20.328201293945312,1,2080ti,0.7899494767189026,0.0017203858587890863,0,-0.9237731695175171,8192,0,"[-0.2620856761932373,0.48922717571258545,-0.083706796169281,0.06343737244606018,-0.020924754440784454,0.2494209110736847,0.016498565673828125,-0.4003526270389557]",1e06fe0ae90f69c777ede6c8ecc8174b8f99a55c59b9b3f13c31fb7c93c3deb7,"[64,2,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.22459042072296143,gate-logf-probe-s123-r1,fox_gate/logits_cuda,no-dropout,0
torch.float32,4.002523899078369,1,2080ti,-0.023389212787151337,-0.04365961626172066,0,-0.07863207906484604,8192,0,"[-0.05204698070883751,-0.029884863644838333,-0.04599225893616676,-0.04137071594595909,-0.043979015201330185,-0.036012064665555954,-0.04280824586749077,-0.057076647877693176]",476c88d729d9555ba6a7c8401c79eed44a91fe0a5e52a7fbee01245d16a52b10,"[64,2,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.007030486594885588,gate-logf-probe-s123-r1,fox_gate/logf_cuda,no-dropout,0
torch.float64,20.328201293945312,1,2080ti,0.7899495363235474,0.0017203855095431209,0,-0.9237732291221619,8192,0,"[-0.2620857365270256,0.4892271541204725,-0.08370679527125159,0.06343735019055556,-0.02092477734360984,0.24942087489139902,0.01649856104907023,-0.40035271848105924]",d9daf893f8dce6bfd96627ccc08baa79416911cda02beab568adffec257a2250,"[64,2,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.22459042072296143,gate-logf-probe-s123-r1,fox_gate/logits_ref_fp64_cpu,no-dropout,0
torch.float64,4.002523899078369,1,2080ti,-0.023389210924506187,-0.04365961626172066,0,-0.07863208651542664,8192,0,"[-0.05204698147697186,-0.029884863758890958,-0.04599226100345978,-0.0413707161445869,-0.04397901868885331,-0.03601206348351599,-0.042808245310256,-0.05707665222169803]",b13958988a1cd5ae25f07dcdd40c064b61a26f32c47f5e563c7abb740cfe5371,"[64,2,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.007030486594885588,gate-logf-probe-s123-r1,fox_gate/logf_ref_fp64_cpu,no-dropout,0
torch.float32,4.002523899078369,1,2080ti,-0.023389212787151337,-0.04365961626172066,0,-0.07863207906484604,8192,0,"[-0.05204698070883751,-0.029884863644838333,-0.04599225893616676,-0.04137071594595909,-0.043979015201330185,-0.036012064665555954,-0.04280824586749077,-0.057076647877693176]",476c88d729d9555ba6a7c8401c79eed44a91fe0a5e52a7fbee01245d16a52b10,"[64,2,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.007030486594885588,gate-logf-probe-s123-r1,state_build/logf_all,no-dropout,0
torch.float32,45.25483322143555,1,2080ti,0.5,0.5,0,0.5,8192,0,"[0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5]",31c5bc096f4ebb31c881c9ed866d59e45c0e94073f7765ad6ea1cbf93d4e3b4f,"[64,2,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.0,gate-logf-probe-s123-r1,state_build/beta_all,no-dropout,0
torch.float32,5.0671491622924805,1,2080ti,0.052391521632671356,0.0009069809457287192,0,-0.03566717728972435,1048576,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",23cda5831a1b5e953bf403d65c81efe1457a0a9b08379e7683aa50f553cb7d44,"[64,2,2,64,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.004864578600972891,gate-logf-probe-s123-r1,state_build/G_state,no-dropout,0
torch.float32,25.248516082763672,1,2080ti,0.4707127511501312,0.13812081515789032,0,0.0,16384,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",a67e82aff7cb42fa6b1498aee1b10275b8dbe01c069ace347b7a03ed905b25ff,"[64,2,2,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.14082539081573486,gate-logf-probe-s123-r1,state_build/L_state,no-dropout,0
torch.float32,6.691649436950684,1,2080ti,0.049796395003795624,5.044794761488447e-06,0,-0.05900086462497711,16777216,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",e84ed3bb11dceff043c27710eb05196a531a34a5acd6c1ef8ffda28f2114f16f,"[64,2,2,64,64,16]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.0016343846218660474,gate-logf-probe-s123-r1,state_build/M_state,no-dropout,0
torch.float32,inf,1,2080ti,-1.0000000150474662e+30,-1.0000003172789211e+30,0,-1.0000000150474662e+30,524288,0,"[-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30]",61ce6a8cd370ca81c3f343145d521a45aac538ef8972e11b8dba8c5540f1eff2,"[64,2,2,32,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,3.022314549036573e+23,gate-logf-probe-s123-r1,phase2/S_far,no-dropout,0
torch.float32,25.824739456176758,1,2080ti,0.38107576966285706,0.006429946981370449,0,-0.1840706467628479,524288,0,"[0.07940109074115753,0.039708636701107025,-0.07384831458330154,-0.08339323848485947,-0.009571666829288006,-0.07319962978363037,0.1329384446144104,-0.10811452567577362]",9cfabc9443672808c4687d4edac8b5f1d7ba468ef6720d2c221d6e8a94b946ce,"[64,2,2,32,64]",zoology/experiments/flash_vqg/scripts/20260629-01-flash-vqg-gate-logf-stability/outputs/fp32-linear/2080ti/probe.json,0.035081565380096436,gate-logf-probe-s123-r1,phase2/O_base,no-dropout,0
