variant,train_step,has_pair,loss_2080ti,loss_3090,loss_abs_diff,read_topk_effective_2080ti,read_topk_effective_3090,read_topk_effective_abs_diff,read_churn_2080ti,read_churn_3090,read_churn_abs_diff,read_retention_2080ti,read_retention_3090,read_retention_abs_diff,read_top1_flip_2080ti,read_top1_flip_3090,read_top1_flip_abs_diff,read_margin_mean_2080ti,read_margin_mean_3090,read_margin_mean_abs_diff,read_selected_mass_mean_2080ti,read_selected_mass_mean_3090,read_selected_mass_mean_abs_diff,raw_topk_mass_mean_2080ti,raw_topk_mass_mean_3090,raw_topk_mass_mean_abs_diff,update_norm_mean_2080ti,update_norm_mean_3090,update_norm_mean_abs_diff,update_norm_p95_2080ti,update_norm_p95_3090,update_norm_p95_abs_diff,update_norm_max_2080ti,update_norm_max_3090,update_norm_max_abs_diff,m_norm_mean_2080ti,m_norm_mean_3090,m_norm_mean_abs_diff,m_norm_max_2080ti,m_norm_max_3090,m_norm_max_abs_diff,lambda_mean_2080ti,lambda_mean_3090,lambda_mean_abs_diff,inject_ratio_2080ti,inject_ratio_3090,inject_ratio_abs_diff,write_q_top1_mean_2080ti,write_q_top1_mean_3090,write_q_top1_mean_abs_diff,write_strength_p95_2080ti,write_strength_p95_3090,write_strength_p95_abs_diff,vq_entropy_2080ti,vq_entropy_3090,vq_entropy_abs_diff,vq_usage_max_2080ti,vq_usage_max_3090,vq_usage_max_abs_diff,vq_relative_err_mean_2080ti,vq_relative_err_mean_3090,vq_relative_err_mean_abs_diff
trace-r16-readwrite-256,0,True,9.03874683380127,9.03874683380127,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3420845866203308,0.3420845866203308,0.0,0.08051502704620361,0.08051502704620361,0.0,0.14608624577522278,0.14608624577522278,0.0,0.08179070055484772,0.08179070055484772,0.0,0.11187998205423355,0.11187998205423355,0.0,0.204389289021492,0.204389289021492,0.0,0.06290135532617569,0.06290135532617569,0.0,0.29540905356407166,0.29540905356407166,0.0,0.05000000819563866,0.05000000819563866,0.0,0.3054189383983612,0.3054189383983612,0.0,0.30616942048072815,0.30616942048072815,0.0,0.16616804897785187,0.16616804897785187,0.0,4.158663749694824,4.158663749694824,0.0,271.2391357421875,271.2391357421875,0.0,0.9499677419662476,0.9499677419662476,0.0
trace-r16-readwrite-256,16,True,9.036162376403809,9.036566734313965,0.00040435791015625,16.0,16.0,0.0,0.29180145263671875,0.2900390625,0.00176239013671875,0.7081985473632812,0.7099609375,0.00176239013671875,0.5931396484375,0.603515625,0.0103759765625,0.37258297204971313,0.37870585918426514,0.006122887134552002,0.10859812796115875,0.10586957633495331,0.0027285516262054443,0.20091938972473145,0.20070496201515198,0.00021442770957946777,0.08169476687908173,0.08179367333650589,9.890645742416382e-05,0.12138605862855911,0.12133292853832245,5.313009023666382e-05,0.23559510707855225,0.25679099559783936,0.02119588851928711,0.04595556855201721,0.04579094797372818,0.00016462057828903198,0.4151400029659271,0.40199533104896545,0.01314467191696167,0.050576187670230865,0.051051802933216095,0.0004756152629852295,0.3310067057609558,0.3234289586544037,0.007577747106552124,0.3278546929359436,0.327408105134964,0.00044658780097961426,0.1820564568042755,0.181736558675766,0.0003198981285095215,4.0538716316223145,4.054758548736572,0.0008869171142578125,684.1504516601562,679.9254150390625,4.22503662109375,0.795020341873169,0.7952331900596619,0.00021284818649291992
trace-r16-readwrite-256,64,True,8.70547103881836,8.703073501586914,0.0023975372314453125,16.0,16.0,0.0,0.32881927490234375,0.32695770263671875,0.001861572265625,0.6711807250976562,0.6730422973632812,0.001861572265625,0.65869140625,0.6519775390625,0.0067138671875,0.3641245663166046,0.3608662188053131,0.003258347511291504,0.540547251701355,0.5475236177444458,0.00697636604309082,0.5834819078445435,0.5832464694976807,0.00023543834686279297,0.0226930920034647,0.023883052170276642,0.001189960166811943,0.11171033978462219,0.11684299260377884,0.005132652819156647,0.3694590926170349,0.39422449469566345,0.02476540207862854,0.008589033968746662,0.009176831692457199,0.000587797723710537,1.3015570640563965,1.329137921333313,0.027580857276916504,0.008202674798667431,0.00869552232325077,0.0004928475245833397,0.010090099647641182,0.013068393804132938,0.0029782941564917564,0.874595046043396,0.8742140531539917,0.0003809928894042969,0.17857156693935394,0.17977601289749146,0.0012044459581375122,2.61017107963562,2.611936092376709,0.0017650127410888672,8360.5556640625,8353.5703125,6.9853515625,0.3594728112220764,0.36005404591560364,0.0005812346935272217
trace-r16-readwrite-256,128,True,8.46052074432373,8.459982872009277,0.000537872314453125,16.0,16.0,0.0,0.5031356811523438,0.39217376708984375,0.1109619140625,0.49686431884765625,0.6078262329101562,0.1109619140625,0.98046875,0.800537109375,0.179931640625,3.7210984230041504,3.6857547760009766,0.03534364700317383,0.7954798340797424,0.7285385131835938,0.06694132089614868,0.7672803401947021,0.767585039138794,0.0003046989440917969,0.008784189820289612,0.008472376503050327,0.0003118133172392845,0.05690816417336464,0.05551384389400482,0.0013943202793598175,0.5005345940589905,0.3472011983394623,0.1533333957195282,0.008704520761966705,0.007751915603876114,0.0009526051580905914,0.774240255355835,0.669348418712616,0.104891836643219,0.0032770917750895023,0.0028324697632342577,0.00044462201185524464,0.041220664978027344,0.031435828655958176,0.009784836322069168,0.9287480115890503,0.9278098344802856,0.0009381771087646484,0.09674133360385895,0.09256318211555481,0.004178151488304138,1.7008066177368164,1.7020702362060547,0.0012636184692382812,11675.4091796875,11668.240234375,7.1689453125,0.07409345358610153,0.07385684549808502,0.00023660808801651
trace-r16-readwrite-256,256,True,8.390131950378418,8.388060569763184,0.002071380615234375,16.0,16.0,0.0,0.06455230712890625,0.13372802734375,0.06917572021484375,0.9354476928710938,0.86627197265625,0.06917572021484375,0.0009765625,0.180908203125,0.179931640625,8.8603515625,3.3851959705352783,5.475155591964722,0.9017764329910278,0.737499475479126,0.16427695751190186,0.798891544342041,0.7990167140960693,0.0001251697540283203,0.0339604988694191,0.014550451189279556,0.01941004768013954,0.19121144711971283,0.08961629122495651,0.10159515589475632,2.5912282466888428,1.026166558265686,1.5650616884231567,0.031388089060783386,0.019930027425289154,0.011458061635494232,4.554159641265869,3.3689990043640137,1.1851606369018555,0.0044048381969332695,0.0014970185002312064,0.002907819696702063,0.007725438103079796,0.0026682065799832344,0.005057231523096561,0.9414787888526917,0.9406134486198425,0.0008653402328491211,0.14076900482177734,0.08131614327430725,0.05945286154747009,1.51043701171875,1.512578010559082,0.0021409988403320312,12323.310546875,12313.892578125,9.41796875,0.018670719116926193,0.018704762682318687,3.40435653924942e-05
trace-r2-readwrite-256,0,True,9.038751602172852,9.038751602172852,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3420845866203308,0.3420845866203308,0.0,0.023108458146452904,0.023108458146452904,0.0,0.14608624577522278,0.14608624577522278,0.0,0.08179070055484772,0.08179070055484772,0.0,0.11187998205423355,0.11187998205423355,0.0,0.204389289021492,0.204389289021492,0.0,0.06290135532617569,0.06290135532617569,0.0,0.29540905356407166,0.29540905356407166,0.0,0.05000000819563866,0.05000000819563866,0.0,0.14336538314819336,0.14336538314819336,0.0,0.30616942048072815,0.30616942048072815,0.0,0.16616804897785187,0.16616804897785187,0.0,4.158663749694824,4.158663749694824,0.0,271.2391357421875,271.2391357421875,0.0,0.9499677419662476,0.9499677419662476,0.0
trace-r2-readwrite-256,16,True,9.036155700683594,9.036564826965332,0.00040912628173828125,2.0,2.0,0.0,0.530517578125,0.532958984375,0.00244140625,0.469482421875,0.467041015625,0.00244140625,0.5938720703125,0.60400390625,0.0101318359375,0.37289226055145264,0.37871861457824707,0.005826354026794434,0.03298119083046913,0.03222508728504181,0.0007561035454273224,0.20092059671878815,0.20069757103919983,0.00022302567958831787,0.08195923268795013,0.08241081982851028,0.00045158714056015015,0.12170965224504471,0.12211079150438309,0.0004011392593383789,0.23767539858818054,0.25360026955604553,0.01592487096786499,0.04611798748373985,0.04615812748670578,4.0140002965927124e-05,0.4126177132129669,0.39851221442222595,0.014105498790740967,0.050577305257320404,0.05093530938029289,0.0003580041229724884,0.1689431071281433,0.16649450361728668,0.0024486035108566284,0.32784903049468994,0.3273990750312805,0.00044995546340942383,0.18232391774654388,0.18292781710624695,0.000603899359703064,4.053862571716309,4.0547614097595215,0.0008988380432128906,684.1627807617188,679.8609008789062,4.3018798828125,0.7950164079666138,0.795234203338623,0.00021779537200927734
trace-r2-readwrite-256,64,True,8.70534896850586,8.702812194824219,0.002536773681640625,2.0,2.0,0.0,0.56787109375,0.574462890625,0.006591796875,0.43212890625,0.425537109375,0.006591796875,0.640380859375,0.64697265625,0.006591796875,0.3614988327026367,0.3853563964366913,0.023857563734054565,0.15528932213783264,0.16435113549232483,0.009061813354492188,0.5834860801696777,0.5832308530807495,0.00025522708892822266,0.02445038966834545,0.026560910046100616,0.002110520377755165,0.11995670944452286,0.12751449644565582,0.007557787001132965,0.4149596095085144,0.4194584786891937,0.004498869180679321,0.009902780875563622,0.010816000401973724,0.0009132195264101028,1.3374580144882202,1.390829086303711,0.05337107181549072,0.008459502831101418,0.008535051718354225,7.554888725280762e-05,0.004880566615611315,0.0064161415211856365,0.0015355749055743217,0.8746011257171631,0.8742078542709351,0.00039327144622802734,0.19154350459575653,0.19608819484710693,0.004544690251350403,2.61015248298645,2.6120076179504395,0.0018551349639892578,8360.671875,8353.287109375,7.384765625,0.35948434472084045,0.36008358001708984,0.0005992352962493896
trace-r2-readwrite-256,128,True,8.460675239562988,8.460023880004883,0.0006513595581054688,2.0,2.0,0.0,0.75579833984375,0.61297607421875,0.142822265625,0.24420166015625,0.38702392578125,0.142822265625,0.888916015625,0.7589111328125,0.1300048828125,1.0790082216262817,2.9448039531707764,1.8657957315444946,0.41593360900878906,0.511719286441803,0.09578567743301392,0.7672665119171143,0.7675474882125854,0.0002809762954711914,0.009934352710843086,0.00976194441318512,0.00017240829765796661,0.06477540731430054,0.06355559825897217,0.0012198090553283691,0.4886897802352905,0.36578285694122314,0.12290692329406738,0.01033911295235157,0.009573409333825111,0.0007657036185264587,0.9701443314552307,0.831814169883728,0.13833016157150269,0.0027934848330914974,0.0025590655859559774,0.00023441924713551998,0.03388785570859909,0.02472902275621891,0.00915883295238018,0.9287531971931458,0.9277941584587097,0.0009590387344360352,0.11094669997692108,0.10811847448348999,0.0028282254934310913,1.7008590698242188,1.7022733688354492,0.0014142990112304688,11675.2646484375,11667.47265625,7.7919921875,0.07404714822769165,0.07383798062801361,0.00020916759967803955
trace-r2-readwrite-256,256,True,8.387803077697754,8.38790225982666,9.918212890625e-05,2.0,2.0,0.0,0.5096435546875,0.18414306640625,0.32550048828125,0.4903564453125,0.81585693359375,0.32550048828125,0.6939697265625,0.131591796875,0.5623779296875,0.7232937812805176,4.780390739440918,4.0570969581604,0.4769223630428314,0.5508607625961304,0.07393839955329895,0.7989397048950195,0.799042284488678,0.00010257959365844727,0.010674710385501385,0.013943337835371494,0.0032686274498701096,0.06084240972995758,0.08465971797704697,0.023817308247089386,0.7900620102882385,0.8298839330673218,0.03982192277908325,0.0172673799097538,0.01955110765993595,0.002283727750182152,2.3019182682037354,2.8657493591308594,0.563831090927124,0.0007692145300097764,0.0011990282218903303,0.00042981369188055396,0.0005729293334297836,0.002194543369114399,0.0016216140356846154,0.9415135383605957,0.9405794739723206,0.0009340643882751465,0.048355404287576675,0.07126840204000473,0.022912997752428055,1.510146141052246,1.512556552886963,0.002410411834716797,12324.501953125,12313.841796875,10.66015625,0.01888372004032135,0.01850380003452301,0.00037992000579833984
