arm,model,seed,checkpoint_role,case,shape,num_examples,status,accuracy,loss,query_accuracy,dataset_hash,wall_clock_sec,peak_allocated_mib,logical_source_id,raw_result_path
flash-canonical,flash,125,last,8190x2047-n500,8190x2047,500,completed,0.00035173424519598486,11.883415210723877,0.0003517342452369321,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,19.65929729770869,10257.1806640625,3090-flash-canonical-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-last-8190x2047-n500-b16-93fd2652a27cd086-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,64x4-n1000,64x4,1000,completed,1.0,0.023109456058591604,1.0,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,8.13010007608682,823.20654296875,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-64x4-n1000-b128-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,64x8-n1000,64x8,1000,completed,1.0,0.02290315430611372,1.0,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,7.935438037849963,823.2109375,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-64x8-n1000-b128-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,64x16-n1000,64x16,1000,completed,0.9999375,0.02403248744830489,0.9999375,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,7.597199820913374,823.2177734375,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-64x16-n1000-b128-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,128x32-n1000,128x32,1000,completed,1.0,0.026157127521932125,1.0,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,8.034188207238913,1293.13427734375,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-128x32-n1000-b128-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,256x64-n1000,256x64,1000,completed,0.996859375,0.08047441851720213,0.996859375,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,7.955242520198226,2573.71240234375,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-256x64-n1000-b128-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,512x64-n1000,512x64,1000,completed,0.99534375,0.10435698014870286,0.99534375,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,8.351640272885561,5134.86865234375,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-512x64-n1000-b128-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,512x128-n1000,512x128,1000,completed,0.9942578125,0.17261744168400764,0.9942578125,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,8.702056602574885,5134.86865234375,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-512x128-n1000-b128-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,1024x256-n1000,1024x256,1000,completed,0.97459375,0.4706153604388237,0.97459375,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,9.230119454674423,10257.18115234375,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-1024x256-n1000-b128-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,1024x256-n500,1024x256,500,completed,0.97471875,0.4700188004374504,0.97471875,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,8.317948054522276,10257.18115234375,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-1024x256-n500-b128-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,2048x512-n500,2048x512,500,completed,0.87493359375,1.2610502417087555,0.87493359375,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,9.18609541747719,10257.1806640625,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-2048x512-n500-b64-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,4096x1024-n500,4096x1024,500,completed,0.60782421875,2.679075768470764,0.60782421875,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,12.241327232681215,10257.1806640625,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-4096x1024-n500-b32-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,8190x512-n500,8190x512,500,completed,0.77429296875,1.8039895572662354,0.77429296875,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,19.11989625263959,10257.1806640625,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-8190x512-n500-b16-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
flash-canonical,flash,125,best,8190x2047-n500,8190x2047,500,completed,0.28173423767089845,4.443601050376892,0.2817342452369321,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,19.11881363298744,10257.1806640625,3090-flash-canonical-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-canonical-s125-bf16-best-8190x2047-n500-b16-06e73da50aafdd1b-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,64x4-n1000,64x4,1000,completed,0.99975,0.0009113706153002567,0.99975,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,19.50722216349095,653.5146484375,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-64x4-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,64x8-n1000,64x8,1000,completed,1.0,0.0008072698768228293,1.0,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,19.231148524209857,653.5146484375,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-64x8-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,64x16-n1000,64x16,1000,completed,1.0,0.0011794704259955324,1.0,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,19.296435941942036,653.5146484375,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-64x16-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,128x32-n1000,128x32,1000,completed,1.0,0.0027350158693734555,1.0,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,19.641777262091637,1293.8037109375,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-128x32-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,256x64-n1000,256x64,1000,completed,1.0,0.012290469981729984,1.0,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,20.0412735696882,2574.3818359375,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-256x64-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,512x64-n1000,512x64,1000,completed,0.9993125,0.01936801985837519,0.9993125,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,20.633560746908188,5135.5380859375,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-512x64-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,512x128-n1000,512x128,1000,completed,0.9999609375,0.12508778013288974,0.9999609375,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,20.788622859865427,5135.5380859375,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-512x128-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,1024x256-n1000,1024x256,1000,completed,0.969484375,1.1693897653222085,0.969484375,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,21.76958756428212,10257.8505859375,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-1024x256-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,1024x256-n500,1024x256,500,completed,0.9693046875,1.168318573117256,0.9693046875,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,21.560172113589942,10257.8505859375,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-1024x256-n500-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,2048x512-n500,2048x512,500,completed,0.484015625,4.080150566101074,0.484015625,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,21.697778614237905,10257.85009765625,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-2048x512-n500-b64-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,4096x1024-n500,4096x1024,500,completed,0.076900390625,7.263479619979859,0.076900390625,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,25.473288148641586,10257.85009765625,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-4096x1024-n500-b32-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,8190x512-n500,8190x512,500,completed,0.30467578125,5.3609634838104245,0.30467578125,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,26.246462651528418,10257.85009765625,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-8190x512-n500-b16-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,last,8190x2047-n500,8190x2047,500,completed,0.003690278492635116,9.009859441757202,0.0036902784562774793,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,26.45218187570572,10257.85009765625,3090-gdn-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-8190x2047-n500-b16-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,64x4-n1000,64x4,1000,deduplicated,0.99975,0.0009113706153002567,0.99975,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,19.50722216349095,653.5146484375,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-64x4-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,64x8-n1000,64x8,1000,deduplicated,1.0,0.0008072698768228293,1.0,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,19.231148524209857,653.5146484375,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-64x8-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,64x16-n1000,64x16,1000,deduplicated,1.0,0.0011794704259955324,1.0,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,19.296435941942036,653.5146484375,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-64x16-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,128x32-n1000,128x32,1000,deduplicated,1.0,0.0027350158693734555,1.0,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,19.641777262091637,1293.8037109375,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-128x32-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,256x64-n1000,256x64,1000,deduplicated,1.0,0.012290469981729984,1.0,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,20.0412735696882,2574.3818359375,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-256x64-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,512x64-n1000,512x64,1000,deduplicated,0.9993125,0.01936801985837519,0.9993125,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,20.633560746908188,5135.5380859375,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-512x64-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,512x128-n1000,512x128,1000,deduplicated,0.9999609375,0.12508778013288974,0.9999609375,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,20.788622859865427,5135.5380859375,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-512x128-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,1024x256-n1000,1024x256,1000,deduplicated,0.969484375,1.1693897653222085,0.969484375,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,21.76958756428212,10257.8505859375,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-1024x256-n1000-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,1024x256-n500,1024x256,500,deduplicated,0.9693046875,1.168318573117256,0.9693046875,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,21.560172113589942,10257.8505859375,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-1024x256-n500-b128-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,2048x512-n500,2048x512,500,deduplicated,0.484015625,4.080150566101074,0.484015625,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,21.697778614237905,10257.85009765625,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-2048x512-n500-b64-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,4096x1024-n500,4096x1024,500,deduplicated,0.076900390625,7.263479619979859,0.076900390625,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,25.473288148641586,10257.85009765625,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-4096x1024-n500-b32-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,8190x512-n500,8190x512,500,deduplicated,0.30467578125,5.3609634838104245,0.30467578125,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,26.246462651528418,10257.85009765625,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-8190x512-n500-b16-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
gdn,gdn,125,best,8190x2047-n500,8190x2047,500,deduplicated,0.003690278492635116,9.009859441757202,0.0036902784562774793,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,26.45218187570572,10257.85009765625,3090-gdn-s125-bf16-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-gdn-s125-bf16-last-8190x2047-n500-b16-7dd244c8726f3811-z00a19f29-f396ae65b/result.json
flash-fastest,flash,125,last,64x4-n1000,64x4,1000,completed,1.0,0.004212057117139921,1.0,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,7.611143859103322,652.84521484375,3090-flash-fastest-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-fastest-s125-bf16-last-64x4-n1000-b128-e13125727efa5dd7-z00a19f29-f396ae65b/result.json
flash-fastest,flash,125,last,64x8-n1000,64x8,1000,completed,1.0,0.004199442517478019,1.0,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,7.760635745711625,652.84521484375,3090-flash-fastest-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-fastest-s125-bf16-last-64x8-n1000-b128-e13125727efa5dd7-z00a19f29-f396ae65b/result.json
flash-fastest,flash,125,last,64x16-n1000,64x16,1000,completed,1.0,0.005072366442764178,1.0,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,7.78641374129802,652.84521484375,3090-flash-fastest-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-fastest-s125-bf16-last-64x16-n1000-b128-e13125727efa5dd7-z00a19f29-f396ae65b/result.json
flash-fastest,flash,125,last,128x32-n1000,128x32,1000,completed,0.9999375,0.00737246886594221,0.9999375,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,7.740604399703443,1293.13427734375,3090-flash-fastest-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-fastest-s125-bf16-last-128x32-n1000-b128-e13125727efa5dd7-z00a19f29-f396ae65b/result.json
flash-fastest,flash,125,last,256x64-n1000,256x64,1000,completed,0.99778125,0.0349847998265177,0.99778125,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,7.754595723003149,2573.71240234375,3090-flash-fastest-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-fastest-s125-bf16-last-256x64-n1000-b128-e13125727efa5dd7-z00a19f29-f396ae65b/result.json
flash-fastest,flash,125,last,512x64-n1000,512x64,1000,completed,0.995375,0.05991744299512357,0.995375,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,8.118439530953765,5134.86865234375,3090-flash-fastest-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-fastest-s125-bf16-last-512x64-n1000-b128-e13125727efa5dd7-z00a19f29-f396ae65b/result.json
flash-fastest,flash,125,last,512x128-n1000,512x128,1000,completed,0.9868828125,0.14178048512339592,0.9868828125,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,8.495299794711173,5134.86865234375,3090-flash-fastest-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-fastest-s125-bf16-last-512x128-n1000-b128-e13125727efa5dd7-z00a19f29-f396ae65b/result.json
flash-fastest,flash,125,last,1024x256-n1000,1024x256,1000,completed,0.760171875,1.4686035439968108,0.760171875,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,8.786038760095835,10257.18115234375,3090-flash-fastest-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-fastest-s125-bf16-last-1024x256-n1000-b128-e13125727efa5dd7-z00a19f29-f396ae65b/result.json
flash-fastest,flash,125,last,1024x256-n500,1024x256,500,completed,0.761453125,1.4576292905807495,0.761453125,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,8.067871931008995,10257.18115234375,3090-flash-fastest-s125-bf16-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/evaluation/formal/formal-3090-flash-fastest-s125-bf16-last-1024x256-n500-b128-e13125727efa5dd7-z00a19f29-f396ae65b/result.json
