active_state_capacity,checkpoint_epoch,checkpoint_file_sha256,checkpoint_metrics,checkpoint_model_state_sha256,checkpoint_path,checkpoint_role,config_family,data_seed,model,resolved_config_path,resolved_config_sha256,seed,source_id,source_result_path,source_run_type,train_config_path,trainable_params,machine,checkpoint_size_bytes,checkpoint_hash_verified
131072,4,e804804fee19d3cd22d8b9ab0c4a09a12068aa3880e5265b8c8f8f32f23782e2,"{'valid/accuracy': 0.99523046875, 'valid/input_seq_len/accuracy-1024': 0.9745625, 'valid/input_seq_len/accuracy-128': 0.99759375, 'valid/input_seq_len/accuracy-256': 0.998375, 'valid/input_seq_len/accuracy-512': 0.9959375, 'valid/input_seq_len/accuracy-64': 0.9998125, 'valid/loss': 0.06178122451150095, 'valid/mqar_case/accuracy-1024x256': 0.9745625, 'valid/mqar_case/accuracy-128x32': 0.99759375, 'valid/mqar_case/accuracy-256x64': 0.998375, 'valid/mqar_case/accuracy-512x128': 0.996828125, 'valid/mqar_case/accuracy-512x64': 0.995046875, 'valid/mqar_case/accuracy-64x16': 0.9999375, 'valid/mqar_case/accuracy-64x4': 0.9995, 'valid/mqar_case/accuracy-64x8': 1.0, 'valid/num_kv_pairs/accuracy-128': 0.996828125, 'valid/num_kv_pairs/accuracy-16': 0.9999375, 'valid/num_kv_pairs/accuracy-256': 0.9745625, 'valid/num_kv_pairs/accuracy-32': 0.99759375, 'valid/num_kv_pairs/accuracy-4': 0.9995, 'valid/num_kv_pairs/accuracy-64': 0.9967109375, 'valid/num_kv_pairs/accuracy-8': 1.0}",04f7ede029aecba3cf0dae16ba82e39e539cbe6af070672f6e1fa06c3ef2a31f,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s123-fixedinit-s124-d123-b64ga4-formal/last.pt,last,cb64-r16-joint,123,flash,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s123-fixedinit-s124-d123-b64ga4-formal.json,23755faee0de6c2c735a1da8cb999967007cb09432d3ea1bb4f89ebde5645e96,123,flash-s123-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260725-01-current-baselines-longer-mqar/outputs/formal/flash-s123-fixedinit-s124-d123-b64ga4-formal/result.json,formal,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s123-fixedinit-s124-d123-b64ga4-formal/train_config.json,1160390,2080ti,8845573,True
131072,4,8ba011be8efa2f8b2198163c8e7a728cdc14261b0b3d46ead3003d733e80cac8,"{'valid/accuracy': 0.99523046875, 'valid/input_seq_len/accuracy-1024': 0.9745625, 'valid/input_seq_len/accuracy-128': 0.99759375, 'valid/input_seq_len/accuracy-256': 0.998375, 'valid/input_seq_len/accuracy-512': 0.9959375, 'valid/input_seq_len/accuracy-64': 0.9998125, 'valid/loss': 0.06178122451150095, 'valid/mqar_case/accuracy-1024x256': 0.9745625, 'valid/mqar_case/accuracy-128x32': 0.99759375, 'valid/mqar_case/accuracy-256x64': 0.998375, 'valid/mqar_case/accuracy-512x128': 0.996828125, 'valid/mqar_case/accuracy-512x64': 0.995046875, 'valid/mqar_case/accuracy-64x16': 0.9999375, 'valid/mqar_case/accuracy-64x4': 0.9995, 'valid/mqar_case/accuracy-64x8': 1.0, 'valid/num_kv_pairs/accuracy-128': 0.996828125, 'valid/num_kv_pairs/accuracy-16': 0.9999375, 'valid/num_kv_pairs/accuracy-256': 0.9745625, 'valid/num_kv_pairs/accuracy-32': 0.99759375, 'valid/num_kv_pairs/accuracy-4': 0.9995, 'valid/num_kv_pairs/accuracy-64': 0.9967109375, 'valid/num_kv_pairs/accuracy-8': 1.0}",04f7ede029aecba3cf0dae16ba82e39e539cbe6af070672f6e1fa06c3ef2a31f,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s123-fixedinit-s124-d123-b64ga4-formal/best.pt,best,cb64-r16-joint,123,flash,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s123-fixedinit-s124-d123-b64ga4-formal.json,23755faee0de6c2c735a1da8cb999967007cb09432d3ea1bb4f89ebde5645e96,123,flash-s123-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260725-01-current-baselines-longer-mqar/outputs/formal/flash-s123-fixedinit-s124-d123-b64ga4-formal/result.json,formal,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s123-fixedinit-s124-d123-b64ga4-formal/train_config.json,1160390,2080ti,8845573,True
131072,4,86e6ca05a1d11615d928643d8947b60b704f50ad5dc67d2462ee07ed55c8145f,"{'valid/accuracy': 0.99578955078125, 'valid/input_seq_len/accuracy-1024': 0.96737109375, 'valid/input_seq_len/accuracy-128': 1.0, 'valid/input_seq_len/accuracy-256': 1.0, 'valid/input_seq_len/accuracy-512': 0.99966015625, 'valid/input_seq_len/accuracy-64': 0.999875, 'valid/loss': 0.16895278509360245, 'valid/mqar_case/accuracy-1024x256': 0.96737109375, 'valid/mqar_case/accuracy-128x32': 1.0, 'valid/mqar_case/accuracy-256x64': 1.0, 'valid/mqar_case/accuracy-512x128': 0.9999453125, 'valid/mqar_case/accuracy-512x64': 0.999375, 'valid/mqar_case/accuracy-64x16': 1.0, 'valid/mqar_case/accuracy-64x4': 0.99975, 'valid/mqar_case/accuracy-64x8': 0.999875, 'valid/num_kv_pairs/accuracy-128': 0.9999453125, 'valid/num_kv_pairs/accuracy-16': 1.0, 'valid/num_kv_pairs/accuracy-256': 0.96737109375, 'valid/num_kv_pairs/accuracy-32': 1.0, 'valid/num_kv_pairs/accuracy-4': 0.99975, 'valid/num_kv_pairs/accuracy-64': 0.9996875, 'valid/num_kv_pairs/accuracy-8': 0.999875}",c21cb50d4f9001c649ca70e584a6fb52f580c47d890460712b9fc9c34fa482aa,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal/last.pt,last,gdnxk-h2-ek4-ev4-usegate0,123,gdn,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal.json,8b54efa70e26576d9f7528c3c662d443e4966f538a8843568e10206cd44c661d,123,gdn-s123-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260725-01-current-baselines-longer-mqar/outputs/formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal/result.json,formal,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal/train_config.json,1335942,2080ti,9548159,True
131072,4,3e6b145dcb435f863bf7b09f8ea344da94a871f9ff26b183427aa55195c79a81,"{'valid/accuracy': 0.99578955078125, 'valid/input_seq_len/accuracy-1024': 0.96737109375, 'valid/input_seq_len/accuracy-128': 1.0, 'valid/input_seq_len/accuracy-256': 1.0, 'valid/input_seq_len/accuracy-512': 0.99966015625, 'valid/input_seq_len/accuracy-64': 0.999875, 'valid/loss': 0.16895278509360245, 'valid/mqar_case/accuracy-1024x256': 0.96737109375, 'valid/mqar_case/accuracy-128x32': 1.0, 'valid/mqar_case/accuracy-256x64': 1.0, 'valid/mqar_case/accuracy-512x128': 0.9999453125, 'valid/mqar_case/accuracy-512x64': 0.999375, 'valid/mqar_case/accuracy-64x16': 1.0, 'valid/mqar_case/accuracy-64x4': 0.99975, 'valid/mqar_case/accuracy-64x8': 0.999875, 'valid/num_kv_pairs/accuracy-128': 0.9999453125, 'valid/num_kv_pairs/accuracy-16': 1.0, 'valid/num_kv_pairs/accuracy-256': 0.96737109375, 'valid/num_kv_pairs/accuracy-32': 1.0, 'valid/num_kv_pairs/accuracy-4': 0.99975, 'valid/num_kv_pairs/accuracy-64': 0.9996875, 'valid/num_kv_pairs/accuracy-8': 0.999875}",c21cb50d4f9001c649ca70e584a6fb52f580c47d890460712b9fc9c34fa482aa,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal/best.pt,best,gdnxk-h2-ek4-ev4-usegate0,123,gdn,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal.json,8b54efa70e26576d9f7528c3c662d443e4966f538a8843568e10206cd44c661d,123,gdn-s123-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260725-01-current-baselines-longer-mqar/outputs/formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal/result.json,formal,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal/train_config.json,1335942,2080ti,9548159,True
131072,4,66b2fc85f7238d0ee656c115b7e0080383d2f4be741a000a7abecca1f640c471,"{'valid/accuracy': 0.98695947265625, 'valid/input_seq_len/accuracy-1024': 0.91254296875, 'valid/input_seq_len/accuracy-128': 0.997625, 'valid/input_seq_len/accuracy-256': 0.998265625, 'valid/input_seq_len/accuracy-512': 0.99383984375, 'valid/input_seq_len/accuracy-64': 0.9998541666666667, 'valid/loss': 0.12072645545898315, 'valid/mqar_case/accuracy-1024x256': 0.91254296875, 'valid/mqar_case/accuracy-128x32': 0.997625, 'valid/mqar_case/accuracy-256x64': 0.998265625, 'valid/mqar_case/accuracy-512x128': 0.9935859375, 'valid/mqar_case/accuracy-512x64': 0.99409375, 'valid/mqar_case/accuracy-64x16': 0.9999375, 'valid/mqar_case/accuracy-64x4': 0.99975, 'valid/mqar_case/accuracy-64x8': 0.999875, 'valid/num_kv_pairs/accuracy-128': 0.9935859375, 'valid/num_kv_pairs/accuracy-16': 0.9999375, 'valid/num_kv_pairs/accuracy-256': 0.91254296875, 'valid/num_kv_pairs/accuracy-32': 0.997625, 'valid/num_kv_pairs/accuracy-4': 0.99975, 'valid/num_kv_pairs/accuracy-64': 0.9961796875, 'valid/num_kv_pairs/accuracy-8': 0.999875}",2b99ca677e62d22e4f2a9fa4d0eae0f22c9720ee809236916ba77a45c46f19cc,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s124-fixedinit-s124-d123-b64ga4-formal/last.pt,last,cb64-r16-joint,123,flash,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s124-fixedinit-s124-d123-b64ga4-formal.json,76a8a24bc14ef1862f4e59f75fccb6774d58b58478172157bbb1b34e9407cef9,124,flash-s124-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260725-01-current-baselines-longer-mqar/outputs/formal/flash-s124-fixedinit-s124-d123-b64ga4-formal/result.json,formal,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s124-fixedinit-s124-d123-b64ga4-formal/train_config.json,1160390,2080ti,8845573,True
131072,3,3afd3be0cc3482799a38caa79760e4cc4a042732cfaec60bdd12dadd9caec677,"{'valid/accuracy': 0.98803173828125, 'valid/input_seq_len/accuracy-1024': 0.92148046875, 'valid/input_seq_len/accuracy-128': 0.99821875, 'valid/input_seq_len/accuracy-256': 0.998015625, 'valid/input_seq_len/accuracy-512': 0.99345703125, 'valid/input_seq_len/accuracy-64': 0.999875, 'valid/loss': 0.1221748336346724, 'valid/mqar_case/accuracy-1024x256': 0.92148046875, 'valid/mqar_case/accuracy-128x32': 0.99821875, 'valid/mqar_case/accuracy-256x64': 0.998015625, 'valid/mqar_case/accuracy-512x128': 0.9924296875, 'valid/mqar_case/accuracy-512x64': 0.994484375, 'valid/mqar_case/accuracy-64x16': 1.0, 'valid/mqar_case/accuracy-64x4': 0.99975, 'valid/mqar_case/accuracy-64x8': 0.999875, 'valid/num_kv_pairs/accuracy-128': 0.9924296875, 'valid/num_kv_pairs/accuracy-16': 1.0, 'valid/num_kv_pairs/accuracy-256': 0.92148046875, 'valid/num_kv_pairs/accuracy-32': 0.99821875, 'valid/num_kv_pairs/accuracy-4': 0.99975, 'valid/num_kv_pairs/accuracy-64': 0.99625, 'valid/num_kv_pairs/accuracy-8': 0.999875}",1e81fb42d69fe7dab4000df549f97d7e65c6f413b9e5a27b9a0d85b4fae990c8,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s124-fixedinit-s124-d123-b64ga4-formal/best.pt,best,cb64-r16-joint,123,flash,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s124-fixedinit-s124-d123-b64ga4-formal.json,76a8a24bc14ef1862f4e59f75fccb6774d58b58478172157bbb1b34e9407cef9,124,flash-s124-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260725-01-current-baselines-longer-mqar/outputs/formal/flash-s124-fixedinit-s124-d123-b64ga4-formal/result.json,formal,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s124-fixedinit-s124-d123-b64ga4-formal/train_config.json,1160390,2080ti,8845573,True
131072,4,b5732f7001f6c35089254ab51fa2d0ee5a1c280b7a416ea24843e2f427399dbe,"{'valid/accuracy': 0.99566748046875, 'valid/input_seq_len/accuracy-1024': 0.96635546875, 'valid/input_seq_len/accuracy-128': 1.0, 'valid/input_seq_len/accuracy-256': 1.0, 'valid/input_seq_len/accuracy-512': 0.9996796875, 'valid/input_seq_len/accuracy-64': 0.999875, 'valid/loss': 0.17123541775857568, 'valid/mqar_case/accuracy-1024x256': 0.96635546875, 'valid/mqar_case/accuracy-128x32': 1.0, 'valid/mqar_case/accuracy-256x64': 1.0, 'valid/mqar_case/accuracy-512x128': 0.99996875, 'valid/mqar_case/accuracy-512x64': 0.999390625, 'valid/mqar_case/accuracy-64x16': 1.0, 'valid/mqar_case/accuracy-64x4': 0.99975, 'valid/mqar_case/accuracy-64x8': 0.999875, 'valid/num_kv_pairs/accuracy-128': 0.99996875, 'valid/num_kv_pairs/accuracy-16': 1.0, 'valid/num_kv_pairs/accuracy-256': 0.96635546875, 'valid/num_kv_pairs/accuracy-32': 1.0, 'valid/num_kv_pairs/accuracy-4': 0.99975, 'valid/num_kv_pairs/accuracy-64': 0.9996953125, 'valid/num_kv_pairs/accuracy-8': 0.999875}",ce5133589a6175ef516691cb31fa73d1152bf6a00f5c24c4171cbc869ff4d44e,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal/last.pt,last,gdnxk-h2-ek4-ev4-usegate0,123,gdn,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal.json,da0f46200625616678e6af11beeeb5befff5e96e26773b8b83fefce87e92af76,124,gdn-s124-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260725-01-current-baselines-longer-mqar/outputs/formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal/result.json,formal,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal/train_config.json,1335942,2080ti,9548159,True
131072,4,1d77d3e223e95f4895ed942742e62df61ef30d4be4ef6ada39aba5da60067a63,"{'valid/accuracy': 0.99566748046875, 'valid/input_seq_len/accuracy-1024': 0.96635546875, 'valid/input_seq_len/accuracy-128': 1.0, 'valid/input_seq_len/accuracy-256': 1.0, 'valid/input_seq_len/accuracy-512': 0.9996796875, 'valid/input_seq_len/accuracy-64': 0.999875, 'valid/loss': 0.17123541775857568, 'valid/mqar_case/accuracy-1024x256': 0.96635546875, 'valid/mqar_case/accuracy-128x32': 1.0, 'valid/mqar_case/accuracy-256x64': 1.0, 'valid/mqar_case/accuracy-512x128': 0.99996875, 'valid/mqar_case/accuracy-512x64': 0.999390625, 'valid/mqar_case/accuracy-64x16': 1.0, 'valid/mqar_case/accuracy-64x4': 0.99975, 'valid/mqar_case/accuracy-64x8': 0.999875, 'valid/num_kv_pairs/accuracy-128': 0.99996875, 'valid/num_kv_pairs/accuracy-16': 1.0, 'valid/num_kv_pairs/accuracy-256': 0.96635546875, 'valid/num_kv_pairs/accuracy-32': 1.0, 'valid/num_kv_pairs/accuracy-4': 0.99975, 'valid/num_kv_pairs/accuracy-64': 0.9996953125, 'valid/num_kv_pairs/accuracy-8': 0.999875}",ce5133589a6175ef516691cb31fa73d1152bf6a00f5c24c4171cbc869ff4d44e,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal/best.pt,best,gdnxk-h2-ek4-ev4-usegate0,123,gdn,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal.json,da0f46200625616678e6af11beeeb5befff5e96e26773b8b83fefce87e92af76,124,gdn-s124-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260725-01-current-baselines-longer-mqar/outputs/formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal/result.json,formal,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal/train_config.json,1335942,2080ti,9548159,True
131072,4,f83cd2b1d9235888c8b92db8d9517d5fefa3067dfdcb261ca164e34aaf5b1771,"{'valid/accuracy': 0.99457275390625, 'valid/input_seq_len/accuracy-1024': 0.97009765625, 'valid/input_seq_len/accuracy-128': 0.99771875, 'valid/input_seq_len/accuracy-256': 0.9984375, 'valid/input_seq_len/accuracy-512': 0.9953515625, 'valid/input_seq_len/accuracy-64': 0.999875, 'valid/loss': 0.06589244754609859, 'valid/mqar_case/accuracy-1024x256': 0.97009765625, 'valid/mqar_case/accuracy-128x32': 0.99771875, 'valid/mqar_case/accuracy-256x64': 0.9984375, 'valid/mqar_case/accuracy-512x128': 0.99671875, 'valid/mqar_case/accuracy-512x64': 0.993984375, 'valid/mqar_case/accuracy-64x16': 1.0, 'valid/mqar_case/accuracy-64x4': 0.99975, 'valid/mqar_case/accuracy-64x8': 0.999875, 'valid/num_kv_pairs/accuracy-128': 0.99671875, 'valid/num_kv_pairs/accuracy-16': 1.0, 'valid/num_kv_pairs/accuracy-256': 0.97009765625, 'valid/num_kv_pairs/accuracy-32': 0.99771875, 'valid/num_kv_pairs/accuracy-4': 0.99975, 'valid/num_kv_pairs/accuracy-64': 0.9962109375, 'valid/num_kv_pairs/accuracy-8': 0.999875}",a20416e8b550e3a7f9737ceb1f5ab404a34bbefcceb7e6b470f0cedb5f45f801,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s125-fixedinit-s124-d123-b64ga4-formal/last.pt,last,cb64-r16-joint,123,flash,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s125-fixedinit-s124-d123-b64ga4-formal.json,8304deb1b1dcea961ccbd768b54ccecc80057f695addaa355997af47691d224a,125,flash-s125-last,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260725-01-current-baselines-longer-mqar/outputs/formal/flash-s125-fixedinit-s124-d123-b64ga4-formal/result.json,formal,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s125-fixedinit-s124-d123-b64ga4-formal/train_config.json,1160390,2080ti,8845573,True
131072,4,4a455c3adf9d332d3ea3f4e5f88af9d39d5cbd1276cc3284b16accfffe7dd086,"{'valid/accuracy': 0.99457275390625, 'valid/input_seq_len/accuracy-1024': 0.97009765625, 'valid/input_seq_len/accuracy-128': 0.99771875, 'valid/input_seq_len/accuracy-256': 0.9984375, 'valid/input_seq_len/accuracy-512': 0.9953515625, 'valid/input_seq_len/accuracy-64': 0.999875, 'valid/loss': 0.06589244754609859, 'valid/mqar_case/accuracy-1024x256': 0.97009765625, 'valid/mqar_case/accuracy-128x32': 0.99771875, 'valid/mqar_case/accuracy-256x64': 0.9984375, 'valid/mqar_case/accuracy-512x128': 0.99671875, 'valid/mqar_case/accuracy-512x64': 0.993984375, 'valid/mqar_case/accuracy-64x16': 1.0, 'valid/mqar_case/accuracy-64x4': 0.99975, 'valid/mqar_case/accuracy-64x8': 0.999875, 'valid/num_kv_pairs/accuracy-128': 0.99671875, 'valid/num_kv_pairs/accuracy-16': 1.0, 'valid/num_kv_pairs/accuracy-256': 0.97009765625, 'valid/num_kv_pairs/accuracy-32': 0.99771875, 'valid/num_kv_pairs/accuracy-4': 0.99975, 'valid/num_kv_pairs/accuracy-64': 0.9962109375, 'valid/num_kv_pairs/accuracy-8': 0.999875}",a20416e8b550e3a7f9737ceb1f5ab404a34bbefcceb7e6b470f0cedb5f45f801,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s125-fixedinit-s124-d123-b64ga4-formal/best.pt,best,cb64-r16-joint,123,flash,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s125-fixedinit-s124-d123-b64ga4-formal.json,8304deb1b1dcea961ccbd768b54ccecc80057f695addaa355997af47691d224a,125,flash-s125-best,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260725-01-current-baselines-longer-mqar/outputs/formal/flash-s125-fixedinit-s124-d123-b64ga4-formal/result.json,formal,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s125-fixedinit-s124-d123-b64ga4-formal/train_config.json,1160390,2080ti,8845573,True
