experiment_id,machine,queue,target,variant,variant_kind,variant_description,gpu,status,started_at,finished_at,duration_seconds,duration_minutes,run_id,launch_id,embed_dropout,resid_dropout,drop_path,max_epochs,num_codebook_vectors,fox_remote_read_topk,fox_remote_read_topk_initial,fox_remote_read_topk_final,fox_remote_read_topk_release_start_train_steps,fox_remote_read_topk_release_end_train_steps,fox_remote_read_topk_schedule,fox_remote_read_topk_eval_policy,fox_gd_residual_dense_read_chunked,fox_gd_residual_rank,fox_gd_residual_write_topk,final_valid_loss,final_valid_accuracy,best_valid_accuracy,final_1024x256_accuracy,best_1024x256_accuracy,best_final_1024x256_gap,n_validation_summaries,n_validation_summary_lines,log_path,log_sha256,result_json,result_sha256,config_json,config_sha256,zoology_commit,flash_vqg_commit
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,3090,safe-limiter-3090-gpu0-all,r2-baseline,r2-baseline,fixed,"default-dropout fixed read_topk=2 baseline, no trace and no limiter",0,completed,2026-07-03T16:22:10+00:00,2026-07-03T17:10:10+00:00,2880.0,48.0,20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-r2-baseline-s124-d123-b64ga4-3090-safe-limiter-3090-gpu0-all,fvqg-20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-3090-r2-baseline-safe-limiter-3090-gpu0-all,0.1,0.0,0.0,1,64,2,,,0,0,linear_int,scheduled,False,16,4,0.777,0.91,0.91,0.48,0.48,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r2-baseline.log,77805dd02842ca961182f114cce19d1b7716739eb0a46199f88f7424919aef47,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r2-baseline.json,3ba97911cf31f6014d8fc93753c36e8abd32ee118339b0b0c655fda7e36cfee7,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r2-baseline.json,59b0be94aa3ee3d3739d9bc71101d636fbd5d7d6134a413f80eee4d442808250,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,3090,safe-limiter-3090-gpu0-all,r2-safe-inj-ratio1p0,r2-safe-inj-ratio1p0,fixed,read_topk=2 with safe residual injection limit ratio=1.0,0,completed,2026-07-03T17:10:20+00:00,2026-07-03T17:45:20+00:00,2100.0,35.0,20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-r2-safe-inj-ratio1p0-s124-d123-b64ga4-3090-safe-limiter-3090-gpu0-all,fvqg-20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-3090-r2-safe-inj-ratio1p0-safe-limiter-3090-gpu0-all,0.1,0.0,0.0,1,64,2,,,0,0,linear_int,scheduled,False,16,4,5.1,0.433,0.433,0.01,0.01,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r2-safe-inj-ratio1p0.log,51fa91e4a40166cad9c940974ff98cdc9ad6722a76360f22177c5c99d1d57ee9,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r2-safe-inj-ratio1p0.json,d97f2626eafc758d8e6ec57dce31bbbc11722e6b7dd057188c916c23df069691,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r2-safe-inj-ratio1p0.json,cd37840df9384d2b561d7c4201ce25b4f726a1e3cae7902662570a785ac2eb56,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,3090,safe-limiter-3090-gpu0-all,r2-safe-inj-ratio2p0,r2-safe-inj-ratio2p0,fixed,read_topk=2 with safe residual injection limit ratio=2.0,0,completed,2026-07-03T17:45:31+00:00,2026-07-03T18:26:31+00:00,2460.0,41.0,20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-r2-safe-inj-ratio2p0-s124-d123-b64ga4-3090-safe-limiter-3090-gpu0-all,fvqg-20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-3090-r2-safe-inj-ratio2p0-safe-limiter-3090-gpu0-all,0.1,0.0,0.0,1,64,2,,,0,0,linear_int,scheduled,False,16,4,0.232,0.983,0.983,0.925,0.925,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r2-safe-inj-ratio2p0.log,0f2147e5cd48daffd0547c6832f0d3974aff960fbbd36ae2fa0626d0026cda6d,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r2-safe-inj-ratio2p0.json,4bafb51f6b10875d7188e6db28ebf2e1ad10c6ef27ffde255369032173745a54,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r2-safe-inj-ratio2p0.json,631a9a67ab79d7d58c46a37be59f76bc41a80bc116123c3cfd4add3df5b80b07,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,3090,safe-limiter-3090-gpu0-all,r2-updatecap-0p5to0p8-linear512,r2-updatecap-0p5to0p8-linear512,fixed,read_topk=2 with M_state update_norm hard cap released 0.5->0.8 over 512 optimizer steps,0,completed,2026-07-03T18:26:41+00:00,2026-07-03T19:22:41+00:00,3360.0,56.0,20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-r2-updatecap-0p5to0p8-linear512-s124-d123-b64ga4-3090-safe-limiter-3090-gpu0-all,fvqg-20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-3090-r2-updatecap-0p5to0p8-linear512-safe-limiter-3090-gpu0-all,0.1,0.0,0.0,1,64,2,,,0,0,linear_int,scheduled,False,16,4,0.829,0.895,0.895,0.497,0.497,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r2-updatecap-0p5to0p8-linear512.log,b978d2aa013989ca20d5a8a3bb493ac6d498ac15ad908b8e42017ed5a46829cc,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r2-updatecap-0p5to0p8-linear512.json,2fa1eed9e80e6f74779420b562450f670431654d3c969d10c56b97cb4e381b76,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r2-updatecap-0p5to0p8-linear512.json,d678bd362b611b6ef7e8f16c7112cfc647378811a77d1c0d1660fb3871b0b8da,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,3090,safe-limiter-3090-gpu0-all,r2-updatecap-0p5to1p0-linear512,r2-updatecap-0p5to1p0-linear512,fixed,read_topk=2 with M_state update_norm hard cap released 0.5->1.0 over 512 optimizer steps,0,completed,2026-07-03T19:22:52+00:00,2026-07-03T20:13:52+00:00,3060.0,51.0,20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-r2-updatecap-0p5to1p0-linear512-s124-d123-b64ga4-3090-safe-limiter-3090-gpu0-all,fvqg-20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-3090-r2-updatecap-0p5to1p0-linear512-safe-limiter-3090-gpu0-all,0.1,0.0,0.0,1,64,2,,,0,0,linear_int,scheduled,False,16,4,0.286,0.978,0.978,0.88,0.88,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r2-updatecap-0p5to1p0-linear512.log,9fec1b146e8f9f69d1df8e7f021829c6732a2d9491e0f18e407485ccd44e9d23,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r2-updatecap-0p5to1p0-linear512.json,266c58c2b1cb21d472a54411b020a48abb9f78082f3ec81caa08ab5204487ef8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r2-updatecap-0p5to1p0-linear512.json,85fd2c40f0e5d47e27666ea6eaceef233ba5470375885e30199cdcef274fb6ab,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,3090,safe-limiter-3090-gpu0-all,r4-baseline,r4-baseline,fixed,"default-dropout fixed read_topk=4 baseline, no trace and no limiter",0,completed,2026-07-03T20:14:02+00:00,2026-07-03T20:50:02+00:00,2160.0,36.0,20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-r4-baseline-s124-d123-b64ga4-3090-safe-limiter-3090-gpu0-all,fvqg-20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-3090-r4-baseline-safe-limiter-3090-gpu0-all,0.1,0.0,0.0,1,64,4,,,0,0,linear_int,scheduled,False,16,4,4.94,0.421,0.421,0.0134,0.0134,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r4-baseline.log,a47c8febdaab2d75cf98288bbe6560110fe6738188a416806b0520c419d3b0a5,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r4-baseline.json,4929e3056a573bf312afa4c23587c730406b4e00b1600e20cb2e69d449dbf05c,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r4-baseline.json,5d40692e7b674519307e2fbe9396927819e5e1a13f4defb2ec6f3bb86e5abda0,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,3090,safe-limiter-3090-gpu0-all,r4-safe-inj-ratio1p0,r4-safe-inj-ratio1p0,fixed,read_topk=4 with safe residual injection limit ratio=1.0,0,completed,2026-07-03T20:50:13+00:00,2026-07-03T21:37:13+00:00,2820.0,47.0,20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-r4-safe-inj-ratio1p0-s124-d123-b64ga4-3090-safe-limiter-3090-gpu0-all,fvqg-20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-3090-r4-safe-inj-ratio1p0-safe-limiter-3090-gpu0-all,0.1,0.0,0.0,1,64,4,,,0,0,linear_int,scheduled,False,16,4,0.929,0.893,0.893,0.44,0.44,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r4-safe-inj-ratio1p0.log,fdf626b76c64d6716828d7a8950f903f6beac471d9c0a435469a6763f7c1d099,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r4-safe-inj-ratio1p0.json,151c818f66bee8b64315711bc77938d6fbe5eca168203fa7e54b20c846085fac,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r4-safe-inj-ratio1p0.json,00b72475a2499717fc756749d8013a2c17aa8016d219568239d03d33066d00cf,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,3090,safe-limiter-3090-gpu0-all,r4-safe-inj-ratio2p0,r4-safe-inj-ratio2p0,fixed,read_topk=4 with safe residual injection limit ratio=2.0,0,completed,2026-07-03T21:37:24+00:00,2026-07-03T22:18:24+00:00,2460.0,41.0,20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-r4-safe-inj-ratio2p0-s124-d123-b64ga4-3090-safe-limiter-3090-gpu0-all,fvqg-20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-3090-r4-safe-inj-ratio2p0-safe-limiter-3090-gpu0-all,0.1,0.0,0.0,1,64,4,,,0,0,linear_int,scheduled,False,16,4,0.913,0.886,0.886,0.487,0.487,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r4-safe-inj-ratio2p0.log,2527f892bdaa1df729054b1faf093f7aa169b124ebded0d6e8471ecb28095f59,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r4-safe-inj-ratio2p0.json,76b335e4ffe2e913e7c8518f2d4adf5739966a40a21d3e1d08de1ec3c246a283,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r4-safe-inj-ratio2p0.json,bb4e3ceb943b9777174be9dcf845397afe86f661c4f40fda00d3ca5f27f21dc9,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,3090,safe-limiter-3090-gpu0-all,r4-updatecap-0p5to0p8-linear512,r4-updatecap-0p5to0p8-linear512,fixed,read_topk=4 with M_state update_norm hard cap released 0.5->0.8 over 512 optimizer steps,0,completed,2026-07-03T22:18:34+00:00,2026-07-03T23:07:35+00:00,2941.0,49.016666666666666,20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-r4-updatecap-0p5to0p8-linear512-s124-d123-b64ga4-3090-safe-limiter-3090-gpu0-all,fvqg-20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-3090-r4-updatecap-0p5to0p8-linear512-safe-limiter-3090-gpu0-all,0.1,0.0,0.0,1,64,4,,,0,0,linear_int,scheduled,False,16,4,2.98,0.655,0.655,0.0992,0.0992,0.0,3,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r4-updatecap-0p5to0p8-linear512.log,68216f12ca67d3d5b653e617a5df2dc4d6eb1b8853e1666978dabee1f9a43c2b,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r4-updatecap-0p5to0p8-linear512.json,ed9452071e97fd60d18d70e22bb00580e7382eb94f59d07cc0615471425b5917,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r4-updatecap-0p5to0p8-linear512.json,52b4829c63485f97442e6c641165e7d9c4308c0ac0322657ec9e7db48b724934,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,3090,safe-limiter-3090-gpu0-all,r4-updatecap-0p5to1p0-linear512,r4-updatecap-0p5to1p0-linear512,fixed,read_topk=4 with M_state update_norm hard cap released 0.5->1.0 over 512 optimizer steps,0,completed,2026-07-03T23:07:45+00:00,2026-07-03T23:55:45+00:00,2880.0,48.0,20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-r4-updatecap-0p5to1p0-linear512-s124-d123-b64ga4-3090-safe-limiter-3090-gpu0-all,fvqg-20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen-3090-r4-updatecap-0p5to1p0-linear512-safe-limiter-3090-gpu0-all,0.1,0.0,0.0,1,64,4,,,0,0,linear_int,scheduled,False,16,4,2.61,0.709,0.709,0.165,0.165,0.0,3,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r4-updatecap-0p5to1p0-linear512.log,f8778f14d649d364c60353d2e6019411f090fdeee9cf906b7cde4a2ced55a3a5,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r4-updatecap-0p5to1p0-linear512.json,0e1b7fd29d9ca53b5be23f1d7125675d177f216efedd646608f78206606a1dec,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r4-updatecap-0p5to1p0-linear512.json,568cb65db99c3431cacd2513e4e0b06afa3f1df5ace9c459f9254480802d8fd3,9776938,94c1591
